pm2_5
10.9
14.325
15.058333
15.150001
12.520833
14.708333
19.453846
8.8
16.0625
16.025
9.979167
11.145833
13.333333
12.615385
65.2
46.958332
44.99167
40.333332
38.404167
46.1125
48.923077
47.5
34.6125
32.554165
31.141668
32.625
39.666668
42.376926
24.5
25.241667
22.983332
33.983334
22.0
28.908333
44.67692
20.0
17.604166
14.691667
17.716667
21.824999
19.270834
22.046154
12.7
15.212501
18.220833
13.75
12.229167
16.300001
24.092308
6.5
12.520833
13.295834
8.254167
7.620833
8.941667
7.623077
32.6
29.345833
23.983332
27.262499
28.966667
29.958334
38.746155
20.4
17.804167
16.091665
16.229166
16.370832
20.55
21.846153
