,date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,city,latitude,longitude,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,uv_index_clear_sky
1196,2023-01-17,1.0,28.023,15.773,21.24175,26.096245,15.959808,19.558825,0,0,42645.777,39600.0,0.0,0.0,0.0,0.0,14.934577,37.44,149.37457,23.06,5.511873,Bafoussam,5.4737,10.4179,43.13333333333333,28.945833333333336,332.1666666666667,1.0666666666666667,0.8541666666666666,90.70833333333333,0.29958333333333337,13.041666666666666,2.24375,2.35
1197,2023-01-18,1.0,28.023,15.473,21.302168,26.729038,14.611341,19.913538,0,0,42655.773,39600.0,0.0,0.0,0.0,0.0,16.29174,32.039997,189.73936,22.33,5.257233,Bafoussam,5.4737,10.4179,46.28333333333333,31.787499999999998,358.625,1.4437499999999999,0.9916666666666667,96.83333333333333,0.33916666666666667,9.125,2.2083333333333335,2.24375
1198,2023-01-19,1.0,28.723001,16.173,21.5605,27.212418,15.417528,20.12468,0,0,42666.15,39600.0,0.0,0.0,0.0,0.0,16.92383,38.16,172.66574,23.37,5.4621334,Bafoussam,5.4737,10.4179,49.59583333333333,33.704166666666666,371.0,1.3791666666666667,0.9625,100.375,0.3729166666666666,12.875,2.0708333333333333,2.1895833333333337
1199,2023-01-20,2.0,28.423,15.172999,21.052168,27.435139,14.765093,19.873331,0,0,42676.887,38519.613,0.0,0.0,0.0,0.0,15.349684,30.599998,203.64429,23.01,5.2775655,Bafoussam,5.4737,10.4179,45.395833333333336,30.912499999999998,360.875,1.3916666666666666,0.9187500000000001,95.91666666666667,0.28958333333333336,10.791666666666666,2.1750000000000003,2.25625
1200,2023-01-21,1.0,28.373001,15.723,21.173002,26.864597,14.214817,19.666264,0,0,42687.965,39600.0,0.0,0.0,0.0,0.0,17.072504,34.2,200.82094,22.51,5.3992243,Bafoussam,5.4737,10.4179,42.9375,28.849999999999998,357.875,1.4791666666666667,0.94375,93.79166666666667,0.28125,12.25,2.2416666666666667,2.339583333333333
1201,2023-01-22,1.0,29.023,16.623001,21.658417,27.74062,13.876713,19.961235,0,0,42699.363,39600.0,0.0,0.0,0.0,0.0,17.208603,36.719997,181.80873,23.36,5.6565723,Bafoussam,5.4737,10.4179,34.125,22.5,317.2916666666667,1.0625,0.7229166666666668,86.125,0.22708333333333333,11.041666666666666,2.3000000000000003,2.3979166666666667
1202,2023-01-23,2.0,29.223001,16.123001,21.595917,27.322622,14.424198,20.0407,0,0,42711.07,39600.0,0.0,0.0,0.0,0.0,17.208603,38.519997,196.29414,23.35,5.6107717,Bafoussam,5.4737,10.4179,35.025,22.508333333333336,328.5,1.1812500000000001,0.6291666666666667,89.25,0.25166666666666665,14.125,2.3520833333333333,2.3874999999999997
1203,2023-01-24,1.0,29.223001,16.773,22.35842,27.644142,15.249575,20.546385,0,0,42723.07,39600.0,0.0,0.0,0.0,0.0,15.782622,37.8,144.54443,23.43,5.886687,Bafoussam,5.4737,10.4179,36.233333333333334,23.09166666666667,329.4166666666667,1.2,0.5458333333333333,87.29166666666667,0.27666666666666667,14.916666666666666,2.3041666666666667,2.3895833333333334
1204,2023-01-25,1.0,29.523,17.323,22.423002,27.19637,15.038801,20.54901,0,0,42735.34,39600.0,0.0,0.0,0.0,0.0,16.954432,39.96,152.85037,23.09,5.8619328,Bafoussam,5.4737,10.4179,39.84583333333333,25.620833333333334,342.7083333333333,1.6166666666666665,0.69375,89.16666666666667,0.3175,15.041666666666666,2.35,2.3854166666666665
1205,2023-01-26,1.0,30.223001,15.773,21.908419,27.892223,15.608538,20.72568,0,0,42747.867,38457.566,0.0,0.0,0.0,0.0,18.671474,40.32,205.69028,23.46,5.5469403,Bafoussam,5.4737,10.4179,38.2125,24.15833333333333,322.625,1.3229166666666667,0.68125,83.66666666666667,0.30041666666666667,17.458333333333332,2.3000000000000003,2.4208333333333334
1206,2023-01-27,3.0,28.673,16.423,21.162584,26.841627,16.700905,20.873219,0,0,42760.64,39600.0,0.0,0.0,0.0,0.0,16.179987,41.399998,215.07144,20.19,4.544137,Bafoussam,5.4737,10.4179,40.90833333333333,26.729166666666668,325.0416666666667,1.3479166666666667,0.8458333333333333,91.75,0.35125,13.375,2.2291666666666665,2.347916666666667
1207,2023-01-28,1.0,29.823,17.023,22.027168,27.766193,17.743587,21.50342,0,0,42773.633,39600.0,0.0,0.0,0.0,0.0,20.674158,45.36,143.12999,20.29,4.8815684,Bafoussam,5.4737,10.4179,46.24583333333334,30.5125,382.8333333333333,1.4770833333333335,0.775,93.625,0.51375,12.375,1.8416666666666668,2.1979166666666665
1208,2023-01-29,65.0,29.023,16.723001,21.293833,26.742626,17.462027,21.232935,0,0,42786.83,36000.0,13.8,13.8,0.0,5.0,20.431387,46.8,74.0953,20.53,4.815207,Bafoussam,5.4737,10.4179,43.050000000000004,28.349999999999998,372.7916666666667,0.86875,0.61875,98.75,0.47291666666666665,12.208333333333334,1.9666666666666668,2.26875
1209,2023-01-30,3.0,28.373001,16.973001,21.768835,25.651392,17.494469,21.111814,0,0,42800.227,36634.77,0.0,0.0,0.0,0.0,20.570463,46.079998,123.3233,19.36,4.7743654,Bafoussam,5.4737,10.4179,38.699999999999996,25.21666666666667,358.125,0.8020833333333334,0.4770833333333333,98.75,0.46875,12.291666666666666,1.9583333333333333,2.28125
1210,2023-01-31,1.0,28.223001,16.773,21.65425,27.274178,16.81576,21.142532,0,0,42813.797,39600.0,0.0,0.0,0.0,0.0,17.518356,41.039997,119.85193,22.56,5.1567335,Bafoussam,5.4737,10.4179,36.729166666666664,24.96666666666667,378.9166666666667,1.2395833333333333,0.5666666666666667,86.0,0.3333333333333333,5.375,2.1416666666666666,2.4208333333333334
1211,2023-02-01,2.0,28.723001,16.373001,21.86675,26.682877,16.249964,21.039307,0,0,42827.527,39600.0,0.0,0.0,0.0,0.0,19.083395,44.639996,99.09021,23.87,5.5361238,Bafoussam,5.4737,10.4179,33.675000000000004,22.141666666666666,390.125,1.0479166666666666,0.63125,85.375,0.2995833333333333,8.083333333333334,2.2479166666666663,2.44375
1212,2023-02-02,1.0,28.823,17.023,22.54592,26.647667,15.665546,20.796083,0,0,42841.406,39600.0,0.0,0.0,0.0,0.0,22.7057,51.48,77.95519,23.43,5.782466,Bafoussam,5.4737,10.4179,41.55833333333333,26.520833333333332,389.875,1.6604166666666667,0.6729166666666666,82.20833333333333,0.33708333333333335,15.75,2.36875,2.441666666666667
1213,2023-02-03,3.0,29.323,17.273,22.370916,27.328854,16.26036,20.860336,0,0,42855.418,39600.0,0.0,0.0,0.0,0.0,20.008356,48.6,85.97184,23.37,5.8075066,Bafoussam,5.4737,10.4179,47.50833333333333,30.416666666666668,339.9166666666667,1.2729166666666667,0.8270833333333334,83.54166666666667,0.33625,22.541666666666668,2.3520833333333333,2.3937500000000003
1214,2023-02-04,2.0,29.873001,16.723001,22.333422,26.611773,16.680534,20.73924,0,0,42869.54,39600.0,0.0,0.0,0.0,0.0,20.799152,46.079998,102.52989,23.11,5.838988,Bafoussam,5.4737,10.4179,51.67083333333333,34.6875,399.0,1.7666666666666666,0.93125,86.16666666666667,0.4275,14.041666666666666,1.9020833333333333,2.316666666666667
1215,2023-02-05,1.0,29.373001,16.723001,22.352165,27.549618,15.774311,20.937616,0,0,42883.766,39600.0,0.0,0.0,0.0,0.0,17.414476,40.32,138.47795,23.97,5.6602345,Bafoussam,5.4737,10.4179,54.925000000000004,35.99583333333333,377.625,1.2854166666666667,0.80625,95.0,0.5075,21.75,2.185416666666667,2.3645833333333335
1216,2023-02-06,1.0,28.273,16.823,21.685501,26.892717,16.37304,20.665655,0,0,42898.1,39600.0,0.0,0.0,0.0,0.0,17.651016,40.32,159.39017,23.05,5.4017353,Bafoussam,5.4737,10.4179,45.041666666666664,30.325,364.0833333333333,1.2708333333333333,0.7395833333333334,88.75,0.4116666666666667,10.958333333333334,2.4354166666666663,2.4833333333333334
1217,2023-02-07,1.0,29.373001,15.723,21.802168,27.534044,13.9737015,20.05571,0,0,42912.68,39600.0,0.0,0.0,0.0,0.0,16.700275,38.88,145.51598,24.56,5.9449596,Bafoussam,5.4737,10.4179,46.487500000000004,30.662499999999998,365.5,1.7791666666666668,0.7666666666666666,93.04166666666667,0.45708333333333334,13.875,2.4270833333333335,2.4666666666666663
1218,2023-02-08,1.0,29.323,15.922999,21.656334,28.003674,14.307884,20.107355,0,0,42927.523,39600.0,0.0,0.0,0.0,0.0,16.766108,36.0,179.99997,24.45,5.830392,Bafoussam,5.4737,10.4179,46.28333333333333,29.837500000000002,343.5416666666667,2.095833333333333,0.8416666666666667,92.16666666666667,0.38125000000000003,18.75,2.441666666666667,2.4770833333333333
1219,2023-02-09,1.0,29.723001,16.523,22.312584,27.451977,14.646025,20.432152,0,0,42942.605,39600.0,0.0,0.0,0.0,0.0,16.766108,41.399998,112.000786,24.35,5.9853873,Bafoussam,5.4737,10.4179,56.208333333333336,35.391666666666666,346.375,1.6916666666666667,0.9625,82.79166666666667,0.5408333333333334,29.041666666666668,2.370833333333333,2.402083333333333
1220,2023-02-10,1.0,30.073,16.673,22.531336,27.598886,14.725201,20.675457,0,0,42957.918,39600.0,0.0,0.0,0.0,0.0,16.62249,41.039997,134.04205,24.76,6.183649,Bafoussam,5.4737,10.4179,56.06666666666666,36.050000000000004,366.9583333333333,1.8875,1.0791666666666666,86.5,0.42250000000000004,25.041666666666668,2.4583333333333335,2.4875
1221,2023-02-11,1.0,31.073,17.473001,23.120918,28.677319,14.501732,20.578726,0,0,42973.43,39600.0,0.0,0.0,0.0,0.0,17.068707,41.039997,126.44452,25.21,6.5740333,Bafoussam,5.4737,10.4179,60.76666666666667,40.833333333333336,399.125,2.3291666666666666,1.2833333333333334,92.29166666666667,0.3979166666666667,18.666666666666668,2.4625,2.4625
1222,2023-02-12,1.0,30.173,16.873001,23.0605,28.42212,14.811058,20.56988,0,0,42989.14,39600.0,0.0,0.0,0.0,0.0,17.698677,40.32,114.7107,25.16,6.472315,Bafoussam,5.4737,10.4179,63.666666666666664,42.637499999999996,421.2916666666667,2.0166666666666666,1.5083333333333335,108.83333333333333,0.5508333333333334,17.708333333333332,2.4541666666666666,2.4541666666666666
1223,2023-02-13,1.0,29.723001,16.823,22.368834,27.887924,14.837431,20.442163,0,0,43005.035,39600.0,0.0,0.0,0.0,0.0,15.03835,35.28,158.38513,24.81,6.009908,Bafoussam,5.4737,10.4179,57.88333333333333,37.104166666666664,375.625,1.7874999999999999,1.1458333333333333,97.45833333333333,0.5329166666666666,25.5,2.39375,2.408333333333333
1224,2023-02-14,0.0,28.973001,16.423,21.908417,27.54572,14.304583,20.178133,0,0,43021.086,39600.0,0.0,0.0,0.0,0.0,14.512064,35.28,156.194,24.88,5.8160853,Bafoussam,5.4737,10.4179,66.27083333333333,42.73333333333333,366.8333333333333,1.8791666666666667,1.1500000000000001,95.625,0.4979166666666666,31.458333333333332,2.2645833333333334,2.3895833333333334
1225,2023-02-15,1.0,28.023,15.723,21.1105,26.738024,14.584785,19.418173,0,0,43037.277,39600.0,0.0,0.0,0.0,0.0,15.315873,33.839996,142.7703,24.33,5.7631297,Bafoussam,5.4737,10.4179,53.87083333333334,35.199999999999996,317.9583333333333,1.1125,0.9249999999999999,85.54166666666667,0.4166666666666667,22.958333333333332,2.4187499999999997,2.43125
1226,2023-02-16,3.0,28.323,16.473001,21.6605,25.804651,14.700008,19.800163,0,0,43053.61,39600.0,0.0,0.0,0.0,0.0,17.873554,42.48,96.40549,23.29,5.65522,Bafoussam,5.4737,10.4179,67.61666666666666,44.57083333333333,376.4166666666667,1.2874999999999999,1.3041666666666667,95.54166666666667,0.62125,28.333333333333332,2.1541666666666663,2.2687500000000003
1227,2023-02-17,1.0,29.273,16.973001,22.312582,26.142569,14.073643,19.28795,0,0,43070.05,39600.0,0.0,0.0,0.0,0.0,21.129885,48.6,98.44548,24.74,6.5175166,Bafoussam,5.4737,10.4179,76.71249999999999,51.574999999999996,398.2916666666667,1.3958333333333333,1.4416666666666667,106.25,0.6554166666666666,33.541666666666664,2.3270833333333334,2.3583333333333334
1228,2023-02-18,1.0,29.173,16.573,22.337585,26.93343,14.904863,19.888083,0,0,43086.598,39600.0,0.0,0.0,0.0,0.0,17.015474,41.399998,134.03502,24.79,6.4048805,Bafoussam,5.4737,10.4179,59.770833333333336,41.42916666666667,374.5,1.2625,1.2916666666666667,111.0,0.4925,18.25,2.495833333333333,2.525
1229,2023-02-19,1.0,29.423,15.823,22.245916,27.934383,14.758352,20.26468,0,0,43103.227,39600.0,0.0,0.0,0.0,0.0,14.57889,36.0,162.05566,24.78,6.2089252,Bafoussam,5.4737,10.4179,101.91666666666667,70.8625,621.3333333333334,3.033333333333333,2.5375,148.08333333333334,0.8875000000000001,20.291666666666668,2.2208333333333337,2.2208333333333337
1230,2023-02-20,1.0,29.773,17.223001,22.916754,27.440033,16.615124,20.938795,0,0,43119.926,39600.0,0.0,0.0,0.0,0.0,17.418196,42.48,138.069,24.88,6.389928,Bafoussam,5.4737,10.4179,97.425,67.94583333333334,553.6666666666666,2.2708333333333335,1.8875,137.08333333333334,0.8195833333333334,23.291666666666668,2.225,2.225
1231,2023-02-21,2.0,30.773,16.923,22.775085,29.38771,16.686567,21.637383,0,0,43136.688,39600.0,0.0,0.0,0.0,0.0,15.124284,35.64,221.01634,23.49,5.7026606,Bafoussam,5.4737,10.4179,98.46249999999999,67.70833333333333,591.8333333333334,2.6375,2.4125,125.70833333333333,0.9483333333333334,25.583333333333332,2.091666666666667,2.10625
1232,2023-02-22,2.0,30.723001,17.173,22.645914,29.035408,16.496695,21.205824,0,0,43153.49,39596.082,0.0,0.0,0.0,0.0,17.477621,37.8,250.75388,24.49,6.0401077,Bafoussam,5.4737,10.4179,93.96249999999999,65.1375,519.1666666666666,1.4375,1.6791666666666665,104.66666666666667,1.0158333333333334,30.458333333333332,1.71875,1.741666666666667
1233,2023-02-23,2.0,31.023,16.673,22.706331,29.985207,15.960054,21.560059,0,0,43170.312,37506.848,0.0,0.0,0.0,0.0,18.671474,42.12,225.13544,24.66,5.949853,Bafoussam,5.4737,10.4179,76.40416666666667,50.24166666666667,366.5416666666667,1.3666666666666665,0.9833333333333334,85.25,0.6416666666666667,42.5,2.31875,2.4562500000000003
1234,2023-02-24,1.0,31.623001,16.773,22.439667,29.589409,16.856216,21.527822,0,0,43187.152,39600.0,0.0,0.0,0.0,0.0,20.140705,47.519997,248.77628,25.08,5.8384905,Bafoussam,5.4737,10.4179,69.7375,45.0875,362.4583333333333,2.0708333333333333,0.9416666666666668,87.08333333333333,0.5991666666666667,41.958333333333336,2.529166666666667,2.533333333333333
1235,2023-02-25,51.0,30.373001,17.173,22.108416,29.370117,17.302872,21.571299,0,0,43203.992,38966.047,0.1,0.1,0.0,1.0,17.238699,39.96,223.4519,23.58,5.4741178,Bafoussam,5.4737,10.4179,59.699999999999996,39.36666666666667,403.8333333333333,2.5208333333333335,0.8041666666666667,86.125,0.52625,26.291666666666668,2.5625,2.64375
1236,2023-02-26,2.0,31.523,17.723001,23.133417,29.444271,16.793993,21.951324,0,0,43220.836,39600.0,0.0,0.0,0.0,0.0,16.418526,37.44,249.02312,23.89,5.8490467,Bafoussam,5.4737,10.4179,49.125,31.8875,409.2916666666667,2.85,0.7000000000000001,75.375,0.4370833333333333,20.333333333333332,2.502083333333333,2.6479166666666667
1237,2023-02-27,2.0,30.723001,17.223001,22.704248,28.825085,17.410578,21.903776,0,0,43237.824,39600.0,0.0,0.0,0.0,0.0,18.335276,38.88,204.04413,24.85,5.8707156,Bafoussam,5.4737,10.4179,44.475,27.71666666666667,388.0,2.7541666666666664,0.6208333333333333,75.5,0.40375,24.083333333333332,2.6687499999999997,2.672916666666667
1238,2023-02-28,3.0,32.223,16.773,22.641752,31.134258,17.367392,22.67498,0,0,43254.965,39600.0,0.0,0.0,0.0,0.0,16.78156,36.719997,225.59795,24.28,5.536647,Bafoussam,5.4737,10.4179,43.041666666666664,28.349999999999998,412.25,2.6833333333333336,0.5708333333333333,81.625,0.4254166666666667,13.875,2.5124999999999997,2.6645833333333333
1239,2023-03-01,2.0,31.423,17.823,23.1605,30.129524,18.574781,23.003836,0,0,43272.254,39600.0,0.0,0.0,0.0,0.0,17.935081,39.96,193.58809,22.94,5.434434,Bafoussam,5.4737,10.4179,36.291666666666664,23.34166666666667,382.4166666666667,2.5083333333333333,0.3875,76.58333333333333,0.42625,14.5,2.566666666666667,2.7541666666666664
1240,2023-03-02,63.0,27.373001,17.573,21.856333,27.367847,18.395256,22.194296,0,0,43289.676,38277.484,4.6,4.6,0.0,8.0,16.215992,39.6,136.71964,19.76,4.4864683,Bafoussam,5.4737,10.4179,53.53333333333333,35.983333333333334,470.1666666666667,2.720833333333333,0.7458333333333332,85.625,0.6129166666666667,12.291666666666666,2.3333333333333335,2.5416666666666665
1241,2023-03-03,63.0,27.073,17.023,20.537584,28.82378,17.995247,21.9932,0,0,43307.215,29682.865,13.400001,13.400001,0.0,17.0,13.75558,33.839996,85.601364,18.01,3.6962585,Bafoussam,5.4737,10.4179,83.625,58.525,533.2083333333334,2.7375000000000003,0.8208333333333333,92.41666666666667,1.0608333333333333,7.833333333333333,1.4458333333333335,2.0083333333333333
1242,2023-03-04,55.0,27.273,17.623001,22.025085,27.589563,19.174501,22.912119,0,0,43324.855,37862.516,2.6,2.6,0.0,9.0,18.72346,43.56,101.74135,21.1,4.5066686,Bafoussam,5.4737,10.4179,66.00416666666666,46.291666666666664,515.1666666666666,2.341666666666667,0.65,100.25,0.7174999999999999,2.875,1.929166666666667,2.560416666666667
1243,2023-03-05,51.0,27.473001,17.873001,21.466751,26.715605,18.65953,21.892942,0,0,43342.594,27107.338,0.2,0.2,0.0,2.0,18.556595,39.96,177.33139,15.56,3.6802893,Bafoussam,5.4737,10.4179,50.875,35.145833333333336,499.3333333333333,1.7791666666666668,0.5750000000000001,73.20833333333333,0.5741666666666666,3.7916666666666665,1.4666666666666668,2.575
1244,2023-03-06,3.0,30.173,16.773,22.143831,29.023266,17.055506,21.925919,0,0,43360.406,33656.92,0.0,0.0,0.0,0.0,17.414476,41.039997,204.54105,22.56,5.2181067,Bafoussam,5.4737,10.4179,40.85,27.78333333333333,452.875,1.5958333333333332,0.3666666666666667,70.95833333333333,0.5570833333333333,5.25,1.1979166666666667,2.46875
1245,2023-03-07,51.0,28.823,16.123001,21.214668,29.375057,16.593655,21.794237,0,0,43378.29,36217.895,0.70000005,0.70000005,0.0,4.0,16.394829,36.719997,206.47842,20.45,4.4473305,Bafoussam,5.4737,10.4179,33.829166666666666,20.9375,425.5416666666667,1.4000000000000001,0.4458333333333333,70.16666666666667,0.33166666666666667,14.625,2.4854166666666666,2.8208333333333333
1246,2023-03-08,51.0,28.623001,17.573,21.593836,28.055939,18.646132,22.366158,0,0,43396.227,31728.422,0.3,0.3,0.0,3.0,15.876775,37.079998,207.97356,17.61,3.9551792,Bafoussam,5.4737,10.4179,37.40416666666667,21.645833333333332,396.9583333333333,1.95,0.2333333333333333,65.91666666666667,0.39375,22.875,2.0208333333333335,2.7312499999999997
1247,2023-03-09,61.0,27.323,17.673,21.029251,27.947598,18.612547,22.002792,0,0,43414.203,31385.17,2.5999997,2.5999997,0.0,6.0,14.799459,36.0,98.05901,17.5,3.665505,Bafoussam,5.4737,10.4179,32.80416666666667,18.808333333333334,378.375,2.7375000000000003,0.3958333333333333,65.04166666666667,0.35375,21.791666666666668,2.1333333333333333,2.8083333333333336
1248,2023-03-10,51.0,23.573,17.573,20.35633,22.29913,18.791859,20.435827,0,0,43432.203,7218.692,1.7,1.7,0.0,7.0,17.727943,39.96,39.302563,9.7,2.5306735,Bafoussam,5.4737,10.4179,38.28333333333333,21.858333333333334,365.875,2.408333333333333,0.325,57.208333333333336,0.465,27.041666666666668,1.6770833333333333,2.6333333333333333
1249,2023-03-11,3.0,27.523,17.473001,22.148003,26.831926,17.697817,21.520262,0,0,43450.223,29022.873,0.0,0.0,0.0,0.0,15.077082,35.28,165.46547,18.47,4.413877,Bafoussam,5.4737,10.4179,45.875,25.90416666666667,359.4166666666667,2.8666666666666667,0.4375,61.958333333333336,0.25875,33.208333333333336,0.8208333333333333,2.9895833333333335
1250,2023-03-12,3.0,29.223001,16.723001,21.345919,29.368587,16.874828,21.08129,0,0,43468.246,37962.742,0.0,0.0,0.0,0.0,18.899143,41.399998,228.16039,21.54,4.847302,Bafoussam,5.4737,10.4179,39.4,21.766666666666666,392.2916666666667,3.3791666666666664,0.5833333333333334,59.375,0.24,30.541666666666668,1.78125,2.9812499999999997
1251,2023-03-13,3.0,28.173,16.623001,21.225084,28.608013,17.316013,21.616402,0,0,43486.254,34822.652,0.0,0.0,0.0,0.0,12.904882,33.48,233.09131,20.31,4.381749,Bafoussam,5.4737,10.4179,41.354166666666664,21.829166666666666,373.2916666666667,2.533333333333333,0.5083333333333333,60.916666666666664,0.26708333333333334,38.0,2.5208333333333335,2.9604166666666667
1252,2023-03-14,51.0,26.473001,17.123001,20.981337,26.60476,17.606985,21.16685,0,0,43504.246,27489.146,0.6,0.6,0.0,4.0,14.081477,28.8,222.89006,15.33,3.4530966,Bafoussam,5.4737,10.4179,38.50833333333333,22.3875,340.3333333333333,1.3083333333333333,0.46249999999999997,66.29166666666667,0.30333333333333334,25.208333333333332,2.3645833333333335,2.9458333333333333
1253,2023-03-15,3.0,26.273,17.573,20.875086,25.855305,18.083935,20.784723,0,0,43522.195,16889.82,0.0,0.0,0.0,0.0,12.538134,27.72,229.35571,12.63,3.0387685,Bafoussam,5.4737,10.4179,45.71666666666667,28.016666666666666,356.4166666666667,1.4000000000000001,0.45,63.708333333333336,0.4770833333333333,24.458333333333332,1.51875,2.65625
1254,2023-03-16,51.0,28.473001,17.773,21.187586,28.783508,17.426632,20.926134,0,0,43540.098,30173.67,0.3,0.3,0.0,1.0,20.316889,47.88,240.09845,16.01,3.717418,Bafoussam,5.4737,10.4179,48.42083333333333,28.28333333333333,323.8333333333333,1.7208333333333332,0.43333333333333335,66.29166666666667,0.4916666666666667,32.0,1.7062499999999998,2.6791666666666667
1255,2023-03-17,51.0,27.773,17.373001,20.88967,27.89222,17.723923,20.935265,0,0,43557.94,30234.197,0.3,0.3,0.0,2.0,15.281989,38.519997,207.09947,17.65,3.9772806,Bafoussam,5.4737,10.4179,51.625,27.84583333333333,345.4583333333333,2.370833333333333,0.3875,67.41666666666667,0.45125,42.083333333333336,1.2541666666666667,2.685416666666667
1256,2023-03-18,51.0,26.523,16.723001,19.625084,28.217072,16.517395,20.487028,0,0,43575.727,17919.422,1.0,1.0,0.0,5.0,16.039202,31.319998,223.78117,14.41,2.97679,Bafoussam,5.4737,10.4179,48.041666666666664,28.05,328.1666666666667,2.254166666666667,0.26666666666666666,61.958333333333336,0.4741666666666667,30.083333333333332,1.5979166666666667,2.6687499999999997
1257,2023-03-19,53.0,25.423,17.323,20.7355,25.4538,18.284851,21.216295,0,0,43593.59,35450.703,1.9000001,1.9000001,0.0,6.0,17.313717,45.0,93.92587,19.46,4.1185455,Bafoussam,5.4737,10.4179,50.23333333333333,30.029166666666665,322.9583333333333,2.1958333333333333,0.27499999999999997,57.708333333333336,0.5287499999999999,29.083333333333332,1.7458333333333333,2.595833333333333
1258,2023-03-20,63.0,21.823,16.373001,17.92925,22.986792,17.190613,19.450884,0,0,43611.535,5887.5293,20.2,20.2,0.0,19.0,11.090103,26.28,278.8805,7.92,1.5527173,Bafoussam,5.4737,10.4179,43.425000000000004,27.46666666666667,333.375,3.1,0.20833333333333334,48.875,0.34,18.875,1.7541666666666667,2.9416666666666664
1259,2023-03-21,65.0,25.623001,16.673,19.300083,27.511217,17.79781,20.812641,0,0,43629.555,25354.502,13.099999,13.099999,0.0,9.0,9.227524,25.919998,23.051277,19.31,3.7689888,Bafoussam,5.4737,10.4179,26.28333333333333,18.329166666666666,290.4166666666667,2.3208333333333333,0.125,43.916666666666664,0.28708333333333336,3.125,0.9020833333333332,3.033333333333333
1260,2023-03-22,63.0,25.173,17.023,19.691751,27.03895,17.121666,21.067678,0,0,43647.645,23924.791,6.9,6.9,0.0,6.0,11.298495,30.960001,218.3202,15.72,3.0496883,Bafoussam,5.4737,10.4179,26.84583333333333,18.983333333333334,325.5,2.8958333333333335,0.22916666666666666,43.916666666666664,0.19333333333333333,0.25,1.9104166666666667,3.122916666666667
1261,2023-03-23,61.0,21.123001,16.073,17.870916,22.707106,16.830166,19.14778,0,0,43665.78,12835.025,10.499999,10.499999,0.0,13.0,10.948973,24.119999,205.21892,12.34,2.358284,Bafoussam,5.4737,10.4179,26.6875,18.408333333333335,336.0833333333333,2.8541666666666665,0.24583333333333335,51.833333333333336,0.20875,2.4166666666666665,2.370833333333333,3.1020833333333333
1262,2023-03-24,63.0,24.823,15.873,18.737587,27.530487,16.36083,20.18434,0,0,43683.965,23638.465,14.300001,14.300001,0.0,11.0,12.57426,30.239998,102.868286,16.69,3.1875703,Bafoussam,5.4737,10.4179,31.745833333333334,21.400000000000002,358.4166666666667,3.091666666666667,0.2041666666666667,55.625,0.2775,6.208333333333333,1.0958333333333334,2.985416666666666
1263,2023-03-25,51.0,25.373001,16.423,20.208418,26.679945,17.509098,20.880186,0,0,43702.18,34158.02,0.5,0.5,0.0,3.0,14.168641,37.079998,95.6594,20.37,4.2154937,Bafoussam,5.4737,10.4179,26.366666666666664,17.970833333333335,378.0416666666667,2.7875,0.18333333333333335,51.458333333333336,0.23625,4.541666666666667,1.825,3.0
1264,2023-03-26,61.0,25.623001,17.473001,20.825085,26.46496,18.240398,21.85711,0,0,43720.406,29608.195,2.2,2.2,0.0,5.0,14.587776,34.56,101.14278,19.94,4.021538,Bafoussam,5.4737,10.4179,20.133333333333333,13.966666666666667,337.5833333333333,2.6833333333333336,0.17083333333333336,48.583333333333336,0.15541666666666668,2.3333333333333335,1.7270833333333335,3.3020833333333335
1265,2023-03-27,51.0,26.173,17.773,21.260498,26.595499,18.55521,21.398989,0,0,43738.64,38160.277,0.4,0.4,0.0,4.0,14.934577,35.28,23.59492,23.24,5.019982,Bafoussam,5.4737,10.4179,32.05833333333333,20.429166666666667,324.5,2.6041666666666665,0.21666666666666667,53.208333333333336,0.2604166666666667,14.958333333333334,2.40625,3.091666666666667
1266,2023-03-28,3.0,26.123001,16.973001,21.014666,27.387302,17.316015,21.400454,0,0,43756.87,38401.465,0.0,0.0,0.0,0.0,10.97262,29.519999,183.01262,22.72,4.6590824,Bafoussam,5.4737,10.4179,51.0625,29.641666666666666,339.75,2.6083333333333334,0.3125,62.625,0.3670833333333334,39.666666666666664,2.1416666666666666,2.8979166666666667
1267,2023-03-29,51.0,28.073,17.073,21.002167,28.128002,18.094114,21.624405,0,0,43775.08,37192.227,0.1,0.1,0.0,1.0,16.279802,37.079998,215.78902,22.11,4.626348,Bafoussam,5.4737,10.4179,51.729166666666664,30.6375,337.7083333333333,2.3375,0.4083333333333334,55.416666666666664,0.41208333333333336,37.208333333333336,2.125,2.7458333333333336
1268,2023-03-30,51.0,25.723001,16.823,20.589666,27.049194,17.828743,21.453459,0,0,43793.258,29187.582,0.5,0.5,0.0,3.0,12.979984,32.039997,137.26796,20.69,4.29573,Bafoussam,5.4737,10.4179,48.949999999999996,29.75,345.75,3.470833333333333,0.5083333333333333,53.875,0.36541666666666667,30.708333333333332,2.1479166666666667,2.90625
