,date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,city,latitude,longitude
1741,2023-10-07,63.0,29.303,23.453001,25.413416,34.39935,28.221802,30.556982,0,0,43403.598,27264.885,26.3,26.3,0.0,17.0,12.819235,31.319998,206.97276,15.16,3.0740552,Douala,4.0483,9.7043
1742,2023-10-08,61.0,30.953001,23.153,25.909254,38.08884,28.445248,31.159986,0,0,43390.82,38188.11,5.6,5.6,0.0,14.0,15.990646,36.0,223.10664,19.09,3.9233916,Douala,4.0483,9.7043
1743,2023-10-09,63.0,28.753,23.453001,25.463417,33.941135,28.489544,30.80881,0,0,43378.06,16712.668,8.099999,8.099999,0.0,17.0,11.983188,26.28,232.0578,12.72,2.6123614,Douala,4.0483,9.7043
1744,2023-10-10,51.0,29.703001,23.153,25.753,35.74156,28.073895,30.666384,0,0,43365.305,34777.13,1.8000001,1.8000001,0.0,10.0,13.849477,34.56,213.63104,19.3,3.868119,Douala,4.0483,9.7043
1745,2023-10-11,61.0,29.403,23.153,25.16967,35.443546,28.222923,30.196596,0,0,43352.582,17924.92,10.0,10.0,0.0,17.0,13.779114,32.760002,281.88864,12.27,2.523258,Douala,4.0483,9.7043
1746,2023-10-12,63.0,29.953001,23.203001,25.373833,37.788715,28.208435,30.422056,0,0,43339.895,35107.684,9.900001,9.900001,0.0,13.0,15.379206,34.92,216.3475,16.71,3.2908537,Douala,4.0483,9.7043
1747,2023-10-13,51.0,30.853,23.153,26.209251,35.575542,27.744896,31.13088,0,0,43327.25,37317.91,0.4,0.4,0.0,4.0,14.291592,30.960001,235.23479,16.99,3.5698986,Douala,4.0483,9.7043
1748,2023-10-14,63.0,29.753,23.353,25.998833,35.396152,27.747944,31.067846,0,0,43314.664,34695.324,9.8,9.8,0.0,12.0,12.768586,28.8,200.69536,17.86,3.6378791,Douala,4.0483,9.7043
1749,2023-10-15,63.0,28.653,23.253,25.284248,35.56738,28.072067,30.79946,0,0,43302.137,32849.926,13.300002,13.300002,0.0,20.0,12.413476,27.72,203.60716,15.9,3.194727,Douala,4.0483,9.7043
1750,2023-10-16,53.0,31.103,22.203001,25.921751,38.369274,26.715,31.028769,0,0,43289.69,39677.195,1.8000002,1.8000002,0.0,8.0,14.529915,34.2,258.60477,21.79,4.414014,Douala,4.0483,9.7043
1751,2023-10-17,55.0,27.553,23.553,25.498833,33.17666,28.275696,30.578384,0,0,43277.324,25918.766,3.1,3.1,0.0,9.0,10.182337,26.28,205.17339,13.33,2.6746867,Douala,4.0483,9.7043
1752,2023-10-18,63.0,28.753,23.503,25.711332,34.930305,28.599968,31.169617,0,0,43265.05,18461.47,8.099999,8.099999,0.0,11.0,7.729527,18.72,212.93866,13.4,2.746823,Douala,4.0483,9.7043
1753,2023-10-19,63.0,31.003,22.553,26.071754,37.865406,27.07244,31.24392,0,0,43252.883,40800.76,11.5,11.5,0.0,9.0,12.738099,34.92,211.17561,21.15,4.27967,Douala,4.0483,9.7043
1754,2023-10-20,63.0,27.503,23.353,25.0655,32.95914,28.39914,30.268358,0,0,43240.83,16450.371,7.9,7.9,0.0,14.0,7.491114,18.0,106.78274,12.36,2.4319606,Douala,4.0483,9.7043
1755,2023-10-21,63.0,29.553,22.503,25.465502,35.627453,26.828337,30.41496,0,0,43228.9,30699.266,15.900001,15.900001,0.0,15.0,10.233123,26.28,224.37506,15.69,3.160915,Douala,4.0483,9.7043
1756,2023-10-22,61.0,29.553,23.503,25.66342,36.469185,28.87907,31.089127,0,0,43217.1,34744.97,4.6,4.6,0.0,11.0,8.942214,29.88,212.27559,17.83,3.4857855,Douala,4.0483,9.7043
1757,2023-10-23,63.0,29.553,23.453001,25.81967,35.4749,28.350235,30.853333,0,0,43205.453,36634.484,7.0,7.0,0.0,12.0,16.135872,38.16,228.51079,17.33,3.4740317,Douala,4.0483,9.7043
1758,2023-10-24,55.0,26.853,23.453001,24.636332,32.15492,28.21598,30.08387,0,0,43193.94,0.0,5.899999,5.899999,0.0,15.0,6.193674,16.919998,211.78088,6.68,1.4077889,Douala,4.0483,9.7043
1759,2023-10-25,61.0,26.153,22.503,23.944666,31.497925,26.831553,28.9606,0,0,43182.47,748.06323,4.3999996,4.3999996,0.0,12.0,6.792466,17.64,35.83772,7.12,1.4625728,Douala,4.0483,9.7043
1760,2023-10-26,53.0,31.403,22.453001,25.675917,38.0181,27.033562,30.811295,0,0,43171.027,38659.793,1.7,1.7,0.0,5.0,10.587918,28.44,200.13641,21.28,4.28131,Douala,4.0483,9.7043
1761,2023-10-27,55.0,31.753,22.953001,26.213417,39.56219,27.683348,31.610586,0,0,43159.63,39044.94,1.5000001,1.5000001,0.0,3.0,13.513193,32.039997,220.95966,21.11,4.2827806,Douala,4.0483,9.7043
1762,2023-10-28,63.0,31.153,23.353,25.998833,38.779358,28.131699,31.74566,0,0,43148.277,29470.318,18.4,18.4,0.0,21.0,8.891343,27.359999,4.2053523,17.2,3.5517924,Douala,4.0483,9.7043
1763,2023-10-29,63.0,31.653,23.503,26.173834,39.168446,28.670155,31.648466,0,0,43136.99,36956.51,20.0,20.0,0.0,18.0,13.608762,31.319998,234.37202,19.48,4.041875,Douala,4.0483,9.7043
1764,2023-10-30,63.0,28.353,23.303,25.030085,33.612724,27.837502,29.929344,0,0,43125.773,15702.777,18.1,18.1,0.0,15.0,15.1884165,36.0,219.24535,11.17,2.319755,Douala,4.0483,9.7043
1765,2023-10-31,51.0,31.403,23.203001,26.342585,37.87015,28.34,31.657331,0,0,43114.645,36349.082,0.6,0.6,0.0,4.0,12.599998,29.519999,248.49847,19.22,3.964909,Douala,4.0483,9.7043
1766,2023-11-01,53.0,29.153,23.253,25.89675,34.751602,28.27465,30.758926,0,0,43103.605,34828.184,2.1,2.1,0.0,11.0,17.826363,42.12,215.39488,17.89,3.5792017,Douala,4.0483,9.7043
1767,2023-11-02,53.0,26.703001,23.003,24.58425,32.146908,27.974014,29.378675,0,0,43092.67,18314.559,5.2,5.2,0.0,16.0,12.413477,28.8,203.99889,11.69,2.2572243,Douala,4.0483,9.7043
1768,2023-11-03,51.0,30.003,22.353,25.569666,36.459335,27.095432,30.532036,0,0,43081.855,35951.855,1.2,1.2,0.0,11.0,10.587918,25.199999,208.67308,19.12,3.861446,Douala,4.0483,9.7043
1769,2023-11-04,53.0,30.703001,22.253,26.146751,37.988335,26.712683,31.38343,0,0,43071.17,39340.758,1.1,1.1,0.0,5.0,11.480557,27.359999,206.94565,21.05,4.263272,Douala,4.0483,9.7043
1770,2023-11-05,65.0,31.403,23.503,26.490507,38.20786,28.663647,31.959887,0,0,43060.62,34525.46,20.300001,20.300001,0.0,18.0,10.990322,26.28,195.18938,18.77,3.8848968,Douala,4.0483,9.7043
1771,2023-11-06,55.0,28.303,23.303,25.528,33.92275,28.26315,30.763992,0,0,43050.227,18471.846,5.7,5.7,0.0,12.0,9.931042,21.599998,189.67043,12.36,2.5135686,Douala,4.0483,9.7043
1772,2023-11-07,53.0,30.703001,23.253,26.303001,37.261627,27.946972,31.381128,0,0,43039.992,35882.42,0.8,0.8,0.0,2.0,14.186923,31.68,245.09528,18.12,3.7478151,Douala,4.0483,9.7043
1773,2023-11-08,61.0,29.353,23.403,25.928001,35.1378,28.16603,30.962698,0,0,43029.93,29190.332,2.1000001,2.1000001,0.0,3.0,15.349684,36.36,235.11386,15.56,3.1575224,Douala,4.0483,9.7043
1774,2023-11-09,55.0,25.803,23.153,24.253,31.419876,28.070324,29.724028,0,0,43020.06,0.0,7.3999996,7.3999996,0.0,15.0,6.1094027,15.4800005,53.47108,5.53,1.12214,Douala,4.0483,9.7043
1775,2023-11-10,51.0,30.253,22.853,25.857168,35.983856,27.672176,30.960733,0,0,43010.387,34916.64,0.2,0.2,0.0,1.0,11.304229,29.16,240.89534,18.3,3.7522314,Douala,4.0483,9.7043
1776,2023-11-11,63.0,30.303,23.353,25.3405,36.29587,28.192024,30.726736,0,0,43000.926,25044.328,18.400002,18.400002,0.0,17.0,9.726664,26.64,15.642476,14.45,2.9227862,Douala,4.0483,9.7043
1777,2023-11-12,63.0,28.303,23.053,25.01967,34.5903,27.738874,30.722328,0,0,42991.684,8491.426,36.8,36.8,0.0,16.0,7.491114,18.359999,343.41254,9.86,2.0308757,Douala,4.0483,9.7043
1778,2023-11-13,61.0,32.003,23.103,26.442581,40.14303,27.859612,31.958342,0,0,42982.668,38463.47,6.3,6.3,0.0,10.0,8.587338,23.039999,130.10086,19.19,3.9711432,Douala,4.0483,9.7043
1779,2023-11-14,65.0,27.903,23.103,25.071753,33.646748,28.030823,30.326258,0,0,42973.777,2637.3547,16.499998,16.499998,0.0,14.0,8.854829,18.72,351.63416,7.86,1.6506976,Douala,4.0483,9.7043
1780,2023-11-15,55.0,31.553,23.553,26.62175,38.96816,27.988575,31.871687,0,0,42965.008,39237.87,1.5000001,1.5000001,0.0,4.0,12.475961,29.519999,259.53085,20.24,4.1061296,Douala,4.0483,9.7043
1781,2023-11-16,63.0,30.303,23.503,26.111334,35.842728,28.090282,31.256546,0,0,42956.36,15396.826,10.5,10.5,0.0,7.0,14.081477,28.8,260.10175,12.8,2.756816,Douala,4.0483,9.7043
1782,2023-11-17,55.0,30.653,23.953001,26.786337,38.090107,28.86124,32.191303,0,0,42947.85,31680.312,3.2,3.2,0.0,8.0,10.691453,29.16,216.78874,17.7,3.6496532,Douala,4.0483,9.7043
1783,2023-11-18,63.0,30.853,23.703001,26.02175,37.999615,28.641663,31.431494,0,0,42939.492,29868.65,6.6,6.6,0.0,7.0,11.298495,28.08,227.55788,15.33,3.0834413,Douala,4.0483,9.7043
1784,2023-11-19,51.0,29.603,23.253,25.79467,35.572975,28.064991,30.714373,0,0,42931.293,25482.135,0.3,0.3,0.0,3.0,13.276144,30.239998,214.44394,15.79,3.1981924,Douala,4.0483,9.7043
1785,2023-11-20,53.0,29.453001,23.553,26.088417,35.722576,28.279736,31.157562,0,0,42923.254,36341.836,2.8999999,2.8999999,0.0,12.0,13.217443,31.68,215.53773,17.5,3.5061936,Douala,4.0483,9.7043
1786,2023-11-21,63.0,25.003,23.303,24.046745,30.469196,28.527893,29.430672,0,0,42915.395,0.0,27.099998,27.099998,0.0,20.0,8.587338,19.44,142.73352,4.45,0.9226299,Douala,4.0483,9.7043
1787,2023-11-22,51.0,28.653,22.503,25.115501,33.296837,27.081152,29.889185,0,0,42907.73,14735.488,0.4,0.4,0.0,4.0,8.942214,23.039999,312.614,10.77,2.2407012,Douala,4.0483,9.7043
1788,2023-11-23,51.0,29.453001,23.303,25.630081,34.255714,27.682781,30.562187,0,0,42900.26,24666.256,1.4000001,1.4000001,0.0,9.0,8.557102,21.599998,220.38356,13.8,2.8501716,Douala,4.0483,9.7043
1789,2023-11-24,63.0,29.003,23.153,26.034248,35.22581,28.099308,31.286308,0,0,42893.004,35874.04,7.1,7.1,0.0,8.0,9.220499,23.759998,241.28746,14.93,3.0077546,Douala,4.0483,9.7043
1790,2023-11-25,63.0,28.603,23.003,24.52175,35.476257,27.174648,29.781015,0,0,42885.965,16703.746,18.899998,18.899998,0.0,14.0,8.913181,20.16,13.172557,10.94,2.1564481,Douala,4.0483,9.7043
1791,2023-11-26,51.0,29.153,22.503,25.486334,33.448853,26.789194,29.94438,0,0,42879.16,26008.32,0.4,0.4,0.0,2.0,16.548256,37.44,223.60284,14.41,2.9739532,Douala,4.0483,9.7043
1792,2023-11-27,53.0,28.953001,23.453001,25.43425,34.240273,28.596996,30.5166,0,0,42872.598,18733.025,2.5,2.5,0.0,9.0,11.753876,29.519999,192.19498,12.69,2.5728183,Douala,4.0483,9.7043
1793,2023-11-28,51.0,29.253,23.053,25.719667,35.28925,27.839657,30.64627,0,0,42866.29,30964.742,1.7,1.7,0.0,7.0,11.966954,29.519999,221.35675,17.74,3.592012,Douala,4.0483,9.7043
1794,2023-11-29,3.0,31.703001,22.853,26.242584,38.647034,26.9963,31.002592,0,0,42860.246,38538.1,0.0,0.0,0.0,0.0,11.457958,30.599998,254.00839,19.09,3.9460316,Douala,4.0483,9.7043
1795,2023-11-30,61.0,30.003,23.353,26.200914,36.498756,27.936623,30.951057,0,0,42854.48,34608.426,3.0,3.0,0.0,5.0,13.392774,34.56,231.77118,15.13,3.1384811,Douala,4.0483,9.7043
1796,2023-12-01,51.0,29.953001,23.553,26.234253,35.83823,27.75161,31.09326,0,0,42849.0,32561.883,0.4,0.4,0.0,4.0,11.966954,28.44,202.72972,16.77,3.4847355,Douala,4.0483,9.7043
1797,2023-12-02,51.0,29.703001,23.553,26.2405,34.97046,28.60611,31.164574,0,0,42843.82,37989.37,0.8000001,0.8000001,0.0,7.0,11.988594,28.44,228.01283,16.43,3.4145613,Douala,4.0483,9.7043
1798,2023-12-03,51.0,30.703001,23.253,26.482168,36.70517,27.74221,31.365084,0,0,42838.938,38698.9,0.8,0.8,0.0,5.0,12.387348,31.319998,239.65681,18.24,3.8152103,Douala,4.0483,9.7043
1799,2023-12-04,53.0,30.653,23.553,26.565504,37.318325,28.504349,31.707594,0,0,42834.297,38704.164,1.0,1.0,0.0,5.0,12.7279215,28.44,231.91574,18.47,3.8321154,Douala,4.0483,9.7043
1800,2023-12-05,61.0,30.503,23.353,26.023834,36.570892,28.430267,31.244669,0,0,42829.887,31152.408,3.1000001,3.1000001,0.0,9.0,13.783817,33.839996,209.63492,16.24,3.301589,Douala,4.0483,9.7043
1801,2023-12-06,63.0,29.703001,23.203001,25.421751,35.22591,28.1539,30.644506,0,0,42825.715,26184.287,10.700001,10.700001,0.0,13.0,13.104198,29.519999,185.58977,14.6,2.9228039,Douala,4.0483,9.7043
1802,2023-12-07,51.0,30.053,23.153,26.090502,35.823105,27.95314,30.957886,0,0,42821.785,34545.465,0.8000001,0.8000001,0.0,5.0,12.819235,30.960001,224.19315,17.29,3.5692933,Douala,4.0483,9.7043
1803,2023-12-08,51.0,30.553,23.153,26.523836,36.33992,27.894955,31.522154,0,0,42818.098,38724.91,0.3,0.3,0.0,3.0,13.004922,28.8,229.70787,18.83,3.9314797,Douala,4.0483,9.7043
1804,2023-12-09,51.0,31.253,23.253,26.7155,37.204815,27.777927,31.54158,0,0,42814.66,38585.07,0.1,0.1,0.0,1.0,15.192682,34.92,227.81566,19.32,4.078466,Douala,4.0483,9.7043
1805,2023-12-10,51.0,31.153,23.703001,26.505087,37.39643,28.856544,31.580688,0,0,42811.48,36000.0,0.4,0.4,0.0,4.0,14.4,33.839996,220.13538,17.06,3.5525956,Douala,4.0483,9.7043
1806,2023-12-11,51.0,31.253,23.953001,26.857164,37.55015,28.830559,31.992807,0,0,42808.562,37133.066,0.5,0.5,0.0,5.0,10.691453,25.56,224.99988,18.1,3.8121383,Douala,4.0483,9.7043
1807,2023-12-12,3.0,32.503,23.103,27.086332,38.545033,27.219013,31.963095,0,0,42805.9,38597.03,0.0,0.0,0.0,0.0,11.966954,28.44,251.29466,19.78,4.231128,Douala,4.0483,9.7043
1808,2023-12-13,2.0,32.552998,22.853,26.903002,38.41446,26.494144,31.325796,0,0,42803.51,39045.36,0.0,0.0,0.0,0.0,12.7279215,29.16,271.5074,19.8,4.2878637,Douala,4.0483,9.7043
1809,2023-12-14,2.0,32.552998,22.603,26.94467,38.91743,25.818733,31.379906,0,0,42801.387,39073.434,0.0,0.0,0.0,0.0,12.031756,25.56,281.2106,19.64,4.289333,Douala,4.0483,9.7043
1810,2023-12-15,51.0,32.102997,22.853,26.85717,38.44341,27.089785,31.61049,0,0,42799.547,39101.836,0.3,0.3,0.0,3.0,10.739832,24.119999,228.19594,19.61,4.250134,Douala,4.0483,9.7043
1811,2023-12-16,2.0,33.253,23.203001,27.36133,39.619488,27.411919,32.070133,0,0,42797.984,39130.484,0.0,0.0,0.0,0.0,12.496718,28.8,256.16516,19.67,4.3395004,Douala,4.0483,9.7043
1812,2023-12-17,2.0,32.953,23.753,27.640501,38.87501,27.744812,32.50017,0,0,42796.71,38911.676,0.0,0.0,0.0,0.0,17.208603,37.44,234.99098,18.68,4.1490107,Douala,4.0483,9.7043
1813,2023-12-18,51.0,30.553,24.453001,27.044668,36.1746,29.601048,32.019382,0,0,42795.72,36898.074,0.1,0.1,0.0,1.0,16.800856,37.079998,223.81644,16.17,3.4904141,Douala,4.0483,9.7043
1814,2023-12-19,51.0,30.203001,24.753,26.934248,35.765648,30.008095,31.938482,0,0,42795.027,37121.684,0.4,0.4,0.0,2.0,16.870138,38.88,214.23752,16.22,3.4445515,Douala,4.0483,9.7043
1815,2023-12-20,51.0,30.753,23.803,27.063416,36.36608,29.030525,32.224125,0,0,42794.625,38751.965,0.8000001,0.8000001,0.0,7.0,16.179987,37.079998,216.363,17.7,3.7742968,Douala,4.0483,9.7043
1816,2023-12-21,51.0,31.703001,24.453001,27.488419,38.27024,29.763672,32.889164,0,0,42794.527,31798.9,0.70000005,0.70000005,0.0,4.0,13.979872,33.12,215.50734,16.7,3.6439483,Douala,4.0483,9.7043
1817,2023-12-22,51.0,30.903,24.353,27.375916,36.999065,29.512058,32.702267,0,0,42794.734,37195.84,0.70000005,0.70000005,0.0,4.0,13.830749,32.039997,221.0883,17.79,3.8278456,Douala,4.0483,9.7043
1818,2023-12-23,51.0,32.203,24.403,27.673834,38.45219,29.646797,33.151802,0,0,42795.25,37149.285,0.4,0.4,0.0,3.0,14.529915,32.399998,213.24487,18.82,4.0718017,Douala,4.0483,9.7043
1819,2023-12-24,2.0,32.852997,23.303,27.509249,37.952904,27.789074,32.209095,0,0,42796.074,38536.566,0.0,0.0,0.0,0.0,15.546833,35.64,240.05652,19.56,4.3960385,Douala,4.0483,9.7043
1820,2023-12-25,2.0,32.153,23.253,27.646751,37.673256,27.525297,32.120914,0,0,42797.215,39389.473,0.0,0.0,0.0,0.0,13.608762,34.2,242.87535,19.59,4.4163837,Douala,4.0483,9.7043
1821,2023-12-26,3.0,32.503,23.403,27.484253,37.9234,28.160103,32.48107,0,0,42798.652,38775.24,0.0,0.0,0.0,0.0,12.7279215,28.08,212.31451,18.38,4.0433884,Douala,4.0483,9.7043
1822,2023-12-27,3.0,32.953,23.453001,27.450918,38.672016,27.898445,32.45869,0,0,42800.39,34913.684,0.0,0.0,0.0,0.0,13.237038,31.319998,251.4129,18.39,4.0651507,Douala,4.0483,9.7043
1823,2023-12-28,3.0,32.802998,22.703001,27.384249,38.89311,26.63951,32.14893,0,0,42802.42,34672.664,0.0,0.0,0.0,0.0,12.413477,27.72,230.7991,18.9,4.2217216,Douala,4.0483,9.7043
1824,2023-12-29,1.0,32.903,22.903,27.196749,38.14941,27.010952,31.906656,0,0,42804.742,39239.418,0.0,0.0,0.0,0.0,14.88242,33.839996,221.51302,18.9,4.1716123,Douala,4.0483,9.7043
1825,2023-12-30,51.0,32.653,23.603,27.428,38.61969,28.525421,32.5277,0,0,42807.348,37241.77,0.3,0.3,0.0,3.0,15.856354,35.64,231.23172,18.42,4.034588,Douala,4.0483,9.7043
1826,2023-12-31,51.0,31.603,24.203001,27.100922,37.784924,29.832985,32.427284,0,0,42810.234,34510.42,1.0,1.0,0.0,6.0,14.291592,36.0,206.31804,15.96,3.4379478,Douala,4.0483,9.7043
3139,2022-08-04,53.0,26.216501,19.4165,22.064415,28.658169,21.296064,24.02725,0,0,44188.85,25324.236,1.1,1.1,0.0,7.0,13.363711,29.519999,275.4453,14.33,2.996119,Yaoundé,3.8667,11.5167
3140,2022-08-05,63.0,27.3665,20.0665,22.158167,31.253399,21.976688,24.627241,0,0,44178.45,35187.61,4.5,4.5,0.0,9.0,12.783802,28.44,262.97443,18.1,3.5527906,Yaoundé,3.8667,11.5167
3141,2022-08-06,63.0,27.2665,19.3665,21.783165,30.907318,21.131548,24.006487,0,0,44167.953,29413.295,7.6,7.6,0.0,11.0,12.429127,30.960001,260.25732,17.18,3.3616786,Yaoundé,3.8667,11.5167
3142,2022-08-07,55.0,27.1165,19.5165,22.19358,30.200958,21.422403,24.447664,0,0,44157.37,26467.707,1.5,1.5,0.0,3.0,13.708391,29.88,260.02798,15.47,3.1145506,Yaoundé,3.8667,11.5167
3143,2022-08-08,51.0,27.7665,20.0165,23.018585,31.153896,22.313269,25.440985,0,0,44146.71,34486.914,1.0,1.0,0.0,6.0,12.620554,27.72,269.2894,18.84,3.859786,Yaoundé,3.8667,11.5167
3144,2022-08-09,63.0,27.5165,20.3165,22.156084,31.577564,22.315598,24.40838,0,0,44135.984,34662.062,9.1,9.1,0.0,9.0,13.32,30.960001,261.70465,17.47,3.3804438,Yaoundé,3.8667,11.5167
3145,2022-08-10,53.0,23.5165,20.0165,21.131086,25.133568,21.691957,22.835188,0,0,44125.19,0.0,2.5,2.5,0.0,11.0,15.281989,34.92,255.39279,5.82,1.3577656,Yaoundé,3.8667,11.5167
3146,2022-08-11,61.0,27.6165,19.8165,22.329,30.696274,21.99346,24.499563,0,0,44114.24,24517.729,2.4,2.4,0.0,7.0,14.408997,34.56,260.38422,16.4,3.3576791,Yaoundé,3.8667,11.5167
3147,2022-08-12,51.0,25.7665,19.6165,21.84567,28.250015,21.473385,23.408049,0,0,44103.133,29412.812,1.2,1.2,0.0,9.0,18.089775,43.56,255.16626,16.15,3.1905885,Yaoundé,3.8667,11.5167
3148,2022-08-13,51.0,24.1165,19.716501,21.206085,24.798836,21.655466,22.714592,0,0,44091.88,16165.787,2.0,2.0,0.0,11.0,18.218275,44.639996,237.51323,11.35,2.3096955,Yaoundé,3.8667,11.5167
3149,2022-08-14,53.0,26.4165,19.2665,21.506083,28.350536,20.62791,22.88127,0,0,44080.48,19584.518,1.1,1.1,0.0,5.0,14.618837,36.36,242.04909,14.1,2.9742336,Yaoundé,3.8667,11.5167
3150,2022-08-15,51.0,26.966501,18.7665,22.333166,29.022724,20.410105,23.955734,0,0,44068.965,29315.771,0.2,0.2,0.0,2.0,11.879999,25.199999,266.16415,16.39,3.4948776,Yaoundé,3.8667,11.5167
3151,2022-08-16,53.0,27.3665,18.966501,22.339417,30.402103,20.853687,24.404207,0,0,44057.33,31134.053,1.4000001,1.4000001,0.0,4.0,12.371645,27.72,288.83853,16.6,3.4280846,Yaoundé,3.8667,11.5167
3152,2022-08-17,61.0,26.466501,19.5165,21.810251,29.848698,21.452734,23.92465,0,0,44045.586,18394.545,3.6999996,3.6999996,0.0,12.0,13.009903,30.239998,250.70982,15.99,3.2555914,Yaoundé,3.8667,11.5167
3153,2022-08-18,53.0,27.216501,19.7665,22.3165,31.071827,21.6578,24.385391,0,0,44033.75,26815.09,2.1000001,2.1000001,0.0,10.0,12.682018,31.319998,249.7342,17.37,3.529008,Yaoundé,3.8667,11.5167
3154,2022-08-19,53.0,28.216501,19.4165,22.818586,32.43127,21.23252,24.97082,0,0,44021.83,39600.0,1.1,1.1,0.0,4.0,11.367109,25.919998,261.10333,19.64,4.040199,Yaoundé,3.8667,11.5167
3155,2022-08-20,51.0,27.0665,19.3165,22.881083,29.856258,21.041113,25.046366,0,0,44009.832,31050.812,0.5,0.5,0.0,4.0,11.252519,25.56,300.5586,18.02,3.7440305,Yaoundé,3.8667,11.5167
3156,2022-08-21,53.0,25.6665,19.3665,22.081087,27.501848,21.341452,23.883362,0,0,43997.773,30750.707,2.0000002,2.0000002,0.0,9.0,14.4,37.44,240.81415,14.71,3.0411043,Yaoundé,3.8667,11.5167
3157,2022-08-22,63.0,26.466501,19.1665,21.495667,30.368862,21.427479,23.893412,0,0,43985.656,25296.516,8.4,8.4,0.0,9.0,11.384198,27.0,235.09953,15.42,3.0126886,Yaoundé,3.8667,11.5167
3158,2022-08-23,55.0,25.7665,19.0165,21.129,28.969471,20.87042,23.283915,0,0,43973.492,16886.84,4.7999997,4.7999997,0.0,13.0,13.661038,31.319998,269.51028,13.18,2.5901072,Yaoundé,3.8667,11.5167
3159,2022-08-24,53.0,27.3665,19.1165,21.79567,30.323425,20.59893,23.373026,0,0,43961.29,32829.402,1.3000001,1.3000001,0.0,4.0,15.978486,36.36,259.1845,16.36,3.3273354,Yaoundé,3.8667,11.5167
3160,2022-08-25,61.0,25.716501,19.5165,21.387335,28.64465,21.026104,23.046455,0,0,43949.062,16578.254,2.7,2.7,0.0,9.0,14.578888,39.6,242.47853,14.79,2.9415834,Yaoundé,3.8667,11.5167
3161,2022-08-26,53.0,26.8665,18.5665,21.835249,28.585236,19.6909,23.164728,0,0,43936.812,36000.0,1.1,1.1,0.0,3.0,14.512064,37.079998,236.33253,16.87,3.4740665,Yaoundé,3.8667,11.5167
3162,2022-08-27,53.0,27.0165,18.0665,21.456085,29.729832,19.6895,23.310837,0,0,43924.55,26601.242,0.70000005,0.70000005,0.0,2.0,12.620554,30.239998,271.19138,15.01,3.099825,Yaoundé,3.8667,11.5167
3163,2022-08-28,53.0,27.5165,19.3665,22.34775,30.453281,21.58346,24.815071,0,0,43912.29,34589.527,3.3000002,3.3000002,0.0,12.0,10.931203,24.84,280.3617,19.65,3.9288557,Yaoundé,3.8667,11.5167
3164,2022-08-29,63.0,27.6165,18.966501,21.631083,32.306526,21.377924,24.317858,0,0,43900.035,26918.15,9.3,9.3,0.0,9.0,11.631956,29.16,249.96266,16.18,3.1194303,Yaoundé,3.8667,11.5167
3165,2022-08-30,63.0,25.8665,19.7665,21.508171,28.957218,21.774576,24.045387,0,0,43887.78,23527.393,9.5,9.5,0.0,10.0,12.397806,35.28,254.92346,13.31,2.5941396,Yaoundé,3.8667,11.5167
3166,2022-08-31,61.0,24.5165,19.1665,21.062336,25.78129,20.863695,22.717567,0,0,43875.45,10040.845,4.7999997,4.7999997,0.0,12.0,16.62249,38.88,256.468,11.22,2.263372,Yaoundé,3.8667,11.5167
3167,2022-09-01,51.0,25.6665,18.6665,20.866503,27.23581,20.369991,22.612198,0,0,43863.023,11447.387,1.6000001,1.6000001,0.0,8.0,14.003029,36.719997,257.20303,11.7,2.3964512,Yaoundé,3.8667,11.5167
3168,2022-09-02,51.0,26.216501,19.0665,21.470667,29.883121,20.808361,23.48252,0,0,43850.52,28584.408,0.8000001,0.8000001,0.0,7.0,13.039754,33.48,250.61685,18.22,3.520248,Yaoundé,3.8667,11.5167
3169,2022-09-03,53.0,26.5165,19.0665,21.643585,29.016739,20.780975,23.647125,0,0,43837.94,34783.934,1.9000001,1.9000001,0.0,7.0,14.05845,32.399998,251.22354,16.29,3.2209077,Yaoundé,3.8667,11.5167
3170,2022-09-04,53.0,27.9165,19.5165,22.410254,31.057392,21.553667,24.604277,0,0,43825.3,28551.396,2.2,2.2,0.0,10.0,11.631956,28.44,257.18774,17.0,3.521802,Yaoundé,3.8667,11.5167
3171,2022-09-05,51.0,27.2665,19.2665,22.56025,31.291435,21.666107,24.994234,0,0,43812.61,35405.01,1.8000002,1.8000002,0.0,8.0,11.542478,25.919998,265.47025,17.71,3.589158,Yaoundé,3.8667,11.5167
3172,2022-09-06,61.0,27.8165,20.0165,23.062332,31.705357,22.455444,25.533266,0,0,43799.87,34937.07,3.9,3.9,0.0,8.0,14.154915,30.239998,266.33884,19.44,3.9726446,Yaoundé,3.8667,11.5167
3173,2022-09-07,55.0,27.3665,20.2665,22.583168,30.485176,22.289606,24.738737,0,0,43787.094,35093.32,2.8,2.8,0.0,9.0,12.783802,31.319998,260.59274,16.78,3.4135013,Yaoundé,3.8667,11.5167
3174,2022-09-08,55.0,24.466501,19.5165,20.818583,27.01054,21.891045,23.347383,0,0,43774.297,13296.412,11.900001,11.900001,0.0,20.0,12.371645,31.68,260.60184,10.25,1.8824795,Yaoundé,3.8667,11.5167
