,date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,uv_index_clear_sky,city,latitude,longitude
10237,2023-12-29,84.3,60.67083333333333,393.9166666666667,2.254166666666667,1.1916666666666667,71.5,0.6358333333333334,40.583333333333336,1.7625,2.0770833333333334,Buea,4.1527,9.241
10238,2023-12-30,95.16250000000001,67.90416666666667,399.7083333333333,2.733333333333333,1.3875,75.16666666666667,0.6887500000000001,43.166666666666664,1.45625,2.0208333333333335,Buea,4.1527,9.241
10239,2023-12-31,77.86666666666666,56.55416666666667,413.0416666666667,3.9458333333333333,1.1125,69.95833333333333,0.7395833333333334,29.333333333333332,1.2291666666666667,1.96875,Buea,4.1527,9.241
10240,2024-01-01,45.13913043478261,33.79565217391304,354.9130434782609,3.008695652173913,0.9869565217391304,63.91304347826087,0.5808695652173913,11.608695652173912,1.056521739130435,2.234782608695652,Buea,4.1527,9.241
11188,2022-08-04,11.083333333333334,7.670833333333333,171.29166666666666,0.325,0.1708333333333333,51.666666666666664,0.2733333333333334,0.20833333333333334,1.3916666666666666,2.3958333333333335,Ebolowa,2.9,11.15
11189,2022-08-05,10.091666666666667,7.054166666666667,169.54166666666666,0.33958333333333335,0.1708333333333333,49.083333333333336,0.29875,0.0,1.0708333333333333,2.3041666666666667,Ebolowa,2.9,11.15
11190,2022-08-06,7.441666666666666,5.204166666666667,170.16666666666666,0.5604166666666667,0.10625000000000001,47.5,0.18041666666666667,0.0,0.9624999999999999,2.4375,Ebolowa,2.9,11.15
11191,2022-08-07,5.158333333333333,3.591666666666667,166.375,0.4479166666666667,0.09791666666666667,52.625,0.16166666666666665,0.0,1.1416666666666666,2.5166666666666666,Ebolowa,2.9,11.15
11192,2022-08-08,6.045833333333333,4.175,172.20833333333334,0.4895833333333333,0.10208333333333335,52.041666666666664,0.29375,0.0,1.2625,2.408333333333333,Ebolowa,2.9,11.15
11193,2022-08-09,4.545833333333333,3.1333333333333333,174.70833333333334,0.46458333333333335,0.1875,53.958333333333336,0.3983333333333334,0.0,1.5333333333333332,2.0854166666666667,Ebolowa,2.9,11.15
11194,2022-08-10,6.604166666666667,4.554166666666666,164.75,0.39999999999999997,0.16041666666666668,58.083333333333336,0.24833333333333332,0.0,1.6604166666666667,2.4208333333333334,Ebolowa,2.9,11.15
11195,2022-08-11,5.241666666666666,3.6166666666666667,161.41666666666666,0.36041666666666666,0.09583333333333334,56.416666666666664,0.24208333333333334,0.0,1.21875,2.3874999999999997,Ebolowa,2.9,11.15
11196,2022-08-12,9.920833333333333,6.75,176.125,0.37083333333333335,0.225,59.333333333333336,0.56125,0.0,1.3041666666666667,1.9437499999999999,Ebolowa,2.9,11.15
11197,2022-08-13,4.666666666666667,3.1875,188.875,0.26875,0.06875,60.666666666666664,0.4575,0.0,1.0729166666666667,2.1354166666666665,Ebolowa,2.9,11.15
11198,2022-08-14,7.0125,4.804166666666666,198.625,0.2625,0.09791666666666667,61.375,0.4383333333333333,0.0,1.4916666666666665,2.3270833333333334,Ebolowa,2.9,11.15
11199,2022-08-15,12.4,8.358333333333333,194.91666666666666,0.35625,0.12708333333333335,65.5,0.785,0.0,0.9458333333333333,1.7874999999999999,Ebolowa,2.9,11.15
11200,2022-08-16,11.770833333333334,7.904166666666666,187.08333333333334,0.4270833333333333,0.24166666666666667,63.416666666666664,0.7225,0.0,0.7895833333333333,1.7583333333333335,Ebolowa,2.9,11.15
11201,2022-08-17,17.391666666666666,11.920833333333334,202.58333333333334,0.4791666666666667,0.21041666666666667,64.70833333333333,0.6591666666666667,0.0,1.3479166666666667,2.033333333333333,Ebolowa,2.9,11.15
11202,2022-08-18,14.620833333333332,9.991666666666667,206.75,0.4895833333333333,0.09166666666666667,64.79166666666667,0.6745833333333334,0.625,1.1354166666666667,1.8625,Ebolowa,2.9,11.15
11203,2022-08-19,10.583333333333334,7.1875,185.04166666666666,0.44375000000000003,0.11875000000000001,58.791666666666664,0.4454166666666666,0.25,1.3958333333333333,2.1395833333333334,Ebolowa,2.9,11.15
11204,2022-08-20,15.85,10.779166666666667,188.5,0.3958333333333333,0.20833333333333334,59.666666666666664,0.6320833333333333,0.75,1.1020833333333333,1.9000000000000001,Ebolowa,2.9,11.15
11205,2022-08-21,17.5,12.070833333333333,202.91666666666666,0.3541666666666667,0.225,59.958333333333336,0.51625,0.25,1.3791666666666667,2.091666666666667,Ebolowa,2.9,11.15
11206,2022-08-22,13.604166666666666,9.504166666666666,239.29166666666666,0.7770833333333332,0.16666666666666666,60.166666666666664,0.46125,0.0,0.9229166666666666,2.1395833333333334,Ebolowa,2.9,11.15
11207,2022-08-23,16.0125,11.2125,231.875,0.6770833333333334,0.2916666666666667,54.208333333333336,0.36041666666666666,0.0,1.34375,2.21875,Ebolowa,2.9,11.15
11208,2022-08-24,9.375,6.566666666666666,189.41666666666666,0.41875,0.25416666666666665,52.0,0.3254166666666667,0.0,0.9,2.3312500000000003,Ebolowa,2.9,11.15
11209,2022-08-25,6.933333333333334,4.825,180.0,0.35833333333333334,0.12916666666666668,50.708333333333336,0.18583333333333332,0.0,1.4854166666666666,2.5416666666666665,Ebolowa,2.9,11.15
11210,2022-08-26,8.604166666666666,5.983333333333333,191.79166666666666,0.3833333333333333,0.09375,48.833333333333336,0.26416666666666666,0.0,1.1125,2.4583333333333335,Ebolowa,2.9,11.15
11211,2022-08-27,12.9375,8.887500000000001,214.5,0.425,0.12916666666666668,52.416666666666664,0.38833333333333336,0.0,1.6375,2.2979166666666666,Ebolowa,2.9,11.15
